sent1,sent2,label,matrics
literal. The action is literal and describes physically securing an object in place.,"literal. Describes physically securing the lock onto the door, not using a metaphorical meaning.",0,"[0.21428571428571425, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.38461538461538464, 0.16666666666666666, 0.3076923076923077, 0.3404580152671756]"
literal. To convert sugars to alcohol through the process of fermentation.,literal. The sentence describes the actual process of fermenting grapes to create alcohol.,0,"[0.38461538461538464, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6363636363636364, 0.2, 0.45454545454545453, 0.3321428571428571]"
literal. Literal action of water physically entering the pool.,"literal. The word ""filled"" is used in a straightforward manner to describe the pool being filled with water.",0,"[0.11111111111111109, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4444444444444444, 0.125, 0.3333333333333333, 0.10101010101010102]"
metaphor. To emphasize speed and efficiency in communication.,literal. The information is quickly and directly communicated to all command posts.,1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.375, 0.0, 0.25, 0.11904761904761905]"
"literal. Describing a physical action, not a metaphorical representation.","literal. Describes actual action of lights turning on and off rapidly, not figurative language.",0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4444444444444444, 0.125, 0.4444444444444444, 0.2690058479532164]"
metaphor. To allow market forces to determine its value.,literal. The government allowed the ruble to fluctuate freely in the currency market.,1,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2222222222222222, 0.10638297872340426]"
"metaphor. The idea is not finalized or concrete, it is being suggested or considered.","literal. The word ""float"" is used in its literal sense of suggesting or proposing an idea.",1,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.35714285714285715, 0.07692307692307693, 0.2857142857142857, 0.26197183098591553]"
metaphor. To indicate an overwhelming amount of tennis shoes being introduced into the market.,"metaphor. The market cannot physically be flooded with tennis shoes, it is an exaggeration.",1,"[0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.15384615384615385, 0.21428571428571427, 0.17857142857142858]"
"literal. Describes actual event of river overflowing and inundating area, not symbolic or figurative language.",literal. Describes the actual event of a river overflowing and causing water damage to the village.,0,"[0.5, 0.3333333333333333, 0.14285714285714285, 2.2250738585072626e-308, 0.5333333333333333, 0.35714285714285715, 0.5333333333333333, 0.5158319536423841]"
"metaphor. Champagne doesn't actually flow like a liquid, it was poured and consumed freely.","literal. The sentence describes a physical action of champagne moving freely, not a comparison.",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.13333333333333333, 0.07142857142857142]"
"metaphor. Antibiotics are used to cleanse and heal the wound, not to physically flush it.","literal. Antibiotics are physically used to clean out the wound, not metaphorically ""flushing"" anything out.",1,"[0.5333333333333333, 0.2857142857142857, 0.07692307692307693, 2.2250738585072626e-308, 0.6666666666666666, 0.2857142857142857, 0.5333333333333333, 0.46822916666666664]"
"metaphor. Forming a character is a shaping process, like molding clay into a specific shape.","literal. The word ""form"" is used in a concrete and practical sense to shape character.",1,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.26666666666666666, 0.10000000000000002]"
literal. Describing a physical process or action that water undergoes when it beads up.,literal. Water physically gathered into small spherical shapes due to surface tension.,0,"[0.07054014374088449, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.21428571428571427, 0.0, 0.14285714285714285, 0.10869565217391303]"
metaphor. Events could disrupt stability and unity in power dynamics.,"metaphorical. Power cannot literally fracture, only physical objects can.",1,"[0, 0, 0, 0, 0.2, 0.0, 0.2, 0.05050505050505051]"
"literal. Literal meaning of fueling a vehicle with gas, no figurative or symbolic interpretation needed.","literal. The word ""fueled"" is describing the actual action of adding fuel to the tanker.",0,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.2, 0.10000000000000002]"
"metaphor. The sun's intense brightness felt harsh and overwhelming, like a disapproving stare.","literal. The sun cannot physically glare; it is shining brightly and creating a harsh, bright light.",1,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.07692307692307693, 0.2857142857142857, 0.15037593984962408]"
metaphor. The heat and steam caused her skin to appear flushed and radiant.,literal. The heat from the sauna would cause the skin to actually glow.,1,"[0.30769230769230765, 0.16666666666666669, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.38461538461538464, 0.16666666666666666, 0.38461538461538464, 0.28615384615384615]"
"literal. Bioluminescence, natural defense mechanism, mating display, attract prey or predators, communication within species.","literal. Fireflies emit light as a form of bioluminescence, causing them to actually glow.",0,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07142857142857142]"
"literal. Literal physical action is described, indicating a direct and physical movement.",literal. Describes a physical action involving physically taking hold of the child's hand.,0,"[0.30769230769230765, 0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.09090909090909091, 0.3333333333333333, 0.24793388429752067]"
metaphor. Hormones and curiosity,"metaphor. Boys are not physically pulled towards girls, it suggests a natural attraction or inclination.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.0, 0.25, 0.09803921568627452]"
literal. Due to the force of gravity.,literal. Refers to the actual physical force of gravity between celestial bodies.,0,"[0.4166666666666667, 0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.8571428571428571, 0.5, 0.8571428571428571, 0.5946666666666668]"
"literal. Describes the physical process of shaping lenses, not a figurative action or concept.","literal. The word ""grind"" is used in its literal sense to describe the process of shaping lenses.",0,"[0.29411764705882354, 0.12500000000000003, 0.06666666666666667, 2.2250738585072626e-308, 0.5, 0.3076923076923077, 0.5, 0.3933566433566433]"
"literal. Literal description of a physical action, no implied comparison or symbolism.","literal. Refers to actual men protecting the horses physically, not symbolically or figuratively.",0,"[0.15384615384615385, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.25, 0.08264462809917354]"
literal. The rain physically carved channels in the soil.,"literal. The word ""gutter"" is used in its literal sense as a channel for water.",0,"[0.2, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4444444444444444, 0.125, 0.3333333333333333, 0.20833333333333331]"
literal. It describes the action of installing gutters on the buildings for drainage purposes.,literal. The roofer is actually installing gutters on the buildings.,0,"[0.33516002301781966, 0.2234400153452131, 0.16758001150890983, 0.0957600065765199, 0.5, 0.3076923076923077, 0.5, 0.41360294117647056]"
"metaphor. To suggest aligning or balancing goals and abilities, not literally creating musical harmony.",literal. Refers to aligning actual skills and capabilities with desired objectives.,1,"[0.1384182521267043, 1.6939495889106837e-308, 1.6939495889106837e-308, 1.6939495889106837e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.10948905109489049]"
"literal. Direct instruction to physically pile potatoes on platter, no figurative meaning implied or needed.","literal. The word ""heap"" is used to describe physically piling potatoes onto the platter.",0,"[0.26601793705829224, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.4, 0.14285714285714285, 0.4, 0.29932885906040263]"
"metaphor. The oscillator is searching for the correct frequency, like a hunter searching for prey.","literal. The term ""hunt"" is being used to convey the action of searching and adjusting.",1,"[0.26666666666666666, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.26666666666666666, 0.0, 0.26666666666666666, 0.13333333333333333]"
"literal. Physical pain is directly caused by the exercise, not as a metaphor for emotional pain.",literal. The exercise can cause physical pain or injury to the back.,0,"[0.17913282764344732, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.375, 0.13333333333333333, 0.25, 0.23846153846153847]"
"literal. Ignite means to cause something to catch fire, it is a physical process.",literal. Refers to the actual act of setting something on fire through heat.,0,"[0.21368332584053448, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.10791366906474818]"
"literal. Seeking better opportunities, escaping persecution, reuniting with family, and improving quality of life.",literal. Refers to actual movement of people from one country to another for settlement.,0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.14285714285714285, 0.0, 0.14285714285714285, 0.07142857142857142]"
"metaphor. Racism spread and permeated societal beliefs, attitudes, and behaviors, like a harmful virus.",metaphor. Racism is not a physical illness that can be transmitted like an infection.,1,"[0.2857142857142857, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.07692307692307693, 0.21428571428571427, 0.22544642857142855]"
"metaphor. Currency cannot physically inflate like a balloon, but can increase in supply and decrease in value.",literal. Because it refers to physically increasing the amount of currency in circulation.,1,"[0.11309868932179762, 1.6357440907688813e-308, 1.6357440907688813e-308, 1.6357440907688813e-308, 0.23529411764705882, 0.0, 0.17647058823529413, 0.12048192771084339]"
metaphor. Exaggerated or overstated for dramatic effect or to make something seem worse than it is.,"metaphor. The word ""inflate"" is used to convey that the charges were exaggerated or increased.",1,"[0.18710139700632356, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.3125, 0.06666666666666667, 0.1875, 0.12578616352201258]"
metaphor. The problems were passed down or transferred to the new chairman from the previous chair.,"literal. The word ""inherit"" is used to describe receiving actual problems passed down from the previous chair.",1,"[0.5294117647058824, 0.25, 0.13333333333333333, 0.07142857142857141, 0.5625, 0.26666666666666666, 0.5, 0.5110804386166705]"
literal. Refers to receiving property or possessions as a legal right or through family lineage.,"literal. Inherited refers to actually receiving something from a family member, not a metaphorical concept.",0,"[0.3333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4, 0.07142857142857142, 0.4, 0.2842592592592593]"
"metaphor. To imply bringing energy, excitement, or improvement to the performance.","metaphor. Life cannot be physically injected, so it is used figuratively to mean revitalized.",1,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.18181818181818182, 0.0, 0.18181818181818182, 0.08849557522123894]"
literal. It describes a physical action of introducing hydrogen into the balloon for inflation purposes.,"literal. The word ""inject"" is used in its literal sense of physically introducing hydrogen into the balloon.",0,"[0.35294117647058826, 0.1875, 0.13333333333333333, 0.07142857142857141, 0.5333333333333333, 0.2857142857142857, 0.4666666666666667, 0.46206825657894735]"
metaphor. Cancer is not a physical entity capable of movement; it spreads and affects surrounding tissues.,"literal. Cancer physically spread and infiltrated her lungs, causing damage and harm.",1,"[0.11942188509563156, 1.594335087959687e-308, 1.594335087959687e-308, 1.594335087959687e-308, 0.25, 0.06666666666666667, 0.25, 0.12820512820512822]"
"literal. To assert control, expand territory, and dominate neighboring countries.",literal. Historically accurate event of military forces physically entering and taking control of Poland.,0,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3, 0.0, 0.2, 0.09615384615384616]"
metaphor. Because it conveys a sense of fullness or crowdedness without literal jam being present.,"literal. The word ""jampacked"" is used to describe a crowded space, not as a metaphor.",1,"[0.13333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2, 0.0, 0.06666666666666667, 0.10000000000000002]"
"literal. The mechanism physically blocked or stuck, preventing normal movement or operation.","literal. The mechanism physically got stuck, indicating a mechanical issue rather than a metaphorical one.",0,"[0.3333333333333333, 0.21428571428571425, 0.15384615384615385, 0.08333333333333333, 0.4166666666666667, 0.2727272727272727, 0.4166666666666667, 0.3934959349593496]"
metaphor. To balance or manipulate financial records to conceal a shortfall or loss.,"metaphor. The term ""juggle"" implies manipulating or maneuvering something, rather than literal physical juggling.",1,"[0.14285714285714285, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.23076923076923078, 0.11450381679389314]"
"literal. Describing physical recoil from firing a gun, not a metaphorical action.","literal. Physical force of gun recoil is being described, not a metaphorical action.",0,"[0.46153846153846156, 0.25, 0.18181818181818182, 0.10000000000000002, 0.75, 0.2727272727272727, 0.5833333333333334, 0.5245403946702648]"
"metaphor. To imply he fraudulently manipulated funds, exaggerated financial success, or engaged in illegal activities.","metaphor. Businessman did not physically fly a kite, indicating a financial scheme or fraud.",1,"[0.19951345279371915, 2.0716834517485276e-308, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.2, 0.0, 0.2, 0.10067114093959734]"
"metaphor. It implies successful execution or impact, not physical contact with the ground.","literal. The word ""landed"" is often used in a physical sense to describe hitting or striking.",1,"[0.12500000000000003, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.07692307692307693, 0.11278195488721804]"
literal. Describes a physical action of a ship coming to rest on solid ground or water.,"literal. Ships physically come to a stop on land when they ""land"" in a harbor.",0,"[0.3118356616772059, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.5, 0.06666666666666667, 0.3125, 0.36726453917229596]"
literal. Literal action of physically bringing something to a destination by aircraft or boat.,"literal. The verb ""landed"" indicates a physical action of bringing something to a specific location.",0,"[0.4666666666666667, 0.2857142857142857, 0.15384615384615385, 0.08333333333333333, 0.5714285714285714, 0.3076923076923077, 0.5, 0.5319148936170213]"
"metaphor. ""lay"" implies placing a burden or obligation on someone, not physically laying an object.",metaphorical. Responsibilities are not physical objects that can be physically placed on someone.,1,"[0.19786244288317878, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.4666666666666667, 0.14285714285714285, 0.26666666666666666, 0.13513513513513511]"
"literal. The sentence describes a physical action that actually happened, not a metaphorical concept.","literal. The container actually released gasoline, as opposed to symbolizing a different concept.",0,"[0.3561388764008908, 0.077163423220193, 2.060331790082205e-308, 2.060331790082205e-308, 0.35714285714285715, 0.07692307692307693, 0.35714285714285715, 0.3067545963229416]"
literal. Literal action of placing something in a slightly tilted position for support or storage.,literal. The action of physically placing the rifle against the wall is described.,0,"[0.263816590510905, 0.07145032659670345, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.26666666666666666, 0.07142857142857142, 0.26666666666666666, 0.21326013513513511]"
"metaphor. The story has a compelling plot, diverse characters, and potential for cliffhangers and suspense.","metaphorical. Stories cannot literally lend themselves, suggesting they are suitable for TV serialization.",1,"[0.06595414762772626, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.2, 0.0, 0.2, 0.06756756756756756]"
"literal. The sentence is literal and straightforward, indicating a physical act of borrowing something.","literal. ""lend"" is being used in its traditional sense of temporarily giving something to someone.",0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.2857142857142857, 0.10638297872340424]"
literal. The sentence describes the physical action of the building being brought to ground level.,literal. The building was physically demolished or destroyed to ground level.,0,"[0.37916941549029753, 0.20854317851966364, 0.07723821426654208, 1.54674658298039e-308, 0.4666666666666667, 0.2857142857142857, 0.4, 0.43472183393905506]"
metaphor. - Western countries have power to influence Bosnia's future through political and financial support.,"metaphor. ""The fate of Bosnia"" does not physically lie in the hands of the West.",1,"[0.06666666666666667, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.13333333333333333, 0.0, 0.13333333333333333, 0.03333333333333333]"
"metaphor. Alcohol can reduce inhibitions and relax the body, leading to a more carefree demeanor.","metaphorical. Emotions cannot physically ""lighten,"" suggesting a change in mood or demeanor.",1,"[0.12980013051190084, 1.7328892633971685e-308, 1.7328892633971685e-308, 1.7328892633971685e-308, 0.2, 0.0, 0.2, 0.06802721088435373]"
literal. The room became brighter as more natural light entered through the windows.,"literal. The room became brighter, indicating a physical change in lighting.",0,"[0.30318287930006566, 0.25012587542255416, 0.18527842623892898, 0.10421911475939759, 0.46153846153846156, 0.3333333333333333, 0.46153846153846156, 0.24658203125000006]"
"metaphor. Trees are positioned in a row along the riverbank, resembling a line or boundary.","literal. The word ""line"" is used to describe the physical arrangement of the trees along the riverbank.",1,"[0.11764705882352941, 0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.14285714285714285, 0.26666666666666666, 0.16812865497076027]"
"literal. Literal action of placing hay in truck, no implied meaning or comparison present.","literal. ""Load"" is used in its literal sense of putting hay onto the truck for transportation.",0,"[0.25, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.42857142857142855, 0.0, 0.35714285714285715, 0.3599374021909233]"
literal. The action of physically putting ammunition into the gun is being described.,"literal. The word ""loaded"" is describing the physical action of putting ammunition in the gun.",0,"[0.5333333333333333, 0.21428571428571425, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.8461538461538461, 0.3333333333333333, 0.6153846153846154, 0.5214178825289936]"
"metaphor. Means tightly gripping, controlling, or restraining, not literal physical locking like a door or safe.","literal. The word ""lock"" is typically associated with physically securing something, not metaphorical language.",1,"[0.06191984998215582, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.3125, 0.0, 0.125, 0.06329113924050632]"
"metaphor. It implies being stuck or unable to control laughter, not literally locked in a physical space.","literal. The word ""locked"" is used to describe the physical state of being stuck in laughter.",1,"[0.29356658212921116, 0.06262753752089839, 2.090263448406506e-308, 2.090263448406506e-308, 0.47058823529411764, 0.0625, 0.17647058823529413, 0.22011834319526627]"
literal. Describing a physical action or movement.,literal. Describing a physical action that the patient's knees were actually doing during the exercise.,0,"[0.3333333333333333, 0.2857142857142857, 0.23076923076923078, 0.16666666666666669, 0.7142857142857143, 0.6666666666666666, 0.7142857142857143, 0.6384615384615385]"
literal. literal action of securing bike to fence with a lock for safety and prevention of theft,literal. Instructing to physically secure the bike to the fence using a lock for security.,0,"[0.4084142155533755, 0.1875371397949173, 0.0673210245417652, 1.9473252738654987e-308, 0.47058823529411764, 0.1875, 0.47058823529411764, 0.41806175595238104]"
"metaphor. The bicycle did not physically make a loop, but moved in a circular motion.",literal. Describes the physical action of the bicycle moving in a circular path around the tree.,1,"[0.25, 0.13333333333333333, 0.07142857142857141, 2.2250738585072626e-308, 0.4666666666666667, 0.2857142857142857, 0.4, 0.42032707122584134]"
literal. Literal task of physically recording and plotting the topography of a planetary surface.,literal. Refers to physically creating a visual representation of the surface of Venus.,0,"[0.42736665168106897, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.5, 0.0, 0.2857142857142857, 0.21582733812949637]"
literal. Describing a physical action or movement of a group of people in a literal sense.,literal. Describes the physical act of moving prisoners on foot through a specific location.,0,"[0.24767939992862334, 1.928867353251809e-308, 1.928867353251809e-308, 1.928867353251809e-308, 0.3125, 0.06666666666666667, 0.3125, 0.2698663853727145]"
metaphor. To indicate that the company provided the same amount of money as the employees contributed.,"literal. ""Matched"" means to provide an equal amount, not a comparison or symbolism.",1,"[0, 0, 0, 0, 0.1875, 0.0, 0.1875, 0.06369426751592357]"
metaphor. To compare or compete with similar abilities or strengths in a sporting competition.,"literal. Refers to a direct competition between athletes, not a comparison based on similarity.",1,"[0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.2857142857142857, 0.0, 0.21428571428571427, 0.07142857142857142]"
"metaphor. Age brings wisdom and understanding, leading to a softer, more relaxed demeanor over time.",Metaphorical. Age and experience softened his personality and made him more relaxed and wise.,1,"[0.26601793705829224, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.3333333333333333, 0.14285714285714285, 0.3333333333333333, 0.2118288590604027]"
"literal. Mellow refers to the ripening process of fruit, indicating they need more time to soften.","literal. ""Apples"" cannot physically become softer, so it is likely referring to ripening or aging.",0,"[0.18710139700632356, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.25, 0.06666666666666667, 0.25, 0.12578616352201258]"
metaphor. Metaphorically represents a gradual weakening or surrendering to his persuasive and attractive qualities.,"metaphor. Resistance cannot physically melt, indicating a change in attitude or emotion.",1,"[0.2116204312226535, 1.8834843577582417e-308, 1.8834843577582417e-308, 1.8834843577582417e-308, 0.21428571428571427, 0.0, 0.21428571428571427, 0.10869565217391303]"
"literal. Literal physical process, heat from sun causes solid ice to turn into liquid water.",literal. The sun's heat caused the ice to change from a solid to a liquid.,0,"[0.4, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.6, 0.07142857142857142, 0.4, 0.23333333333333334]"
literal. The furniture physically grew mold due to dampness or lack of ventilation in the old house.,literal. Mold is a type of fungus that grows on organic matter in damp conditions.,0,"[0.1750346638085895, 1.9473252738654987e-308, 1.9473252738654987e-308, 1.9473252738654987e-308, 0.29411764705882354, 0.0, 0.23529411764705882, 0.1488095238095238]"
"metaphor. To signify starting, organizing, and executing a strategic effort or crusade.",metaphorical. Because campaigns are not physical objects that can be physically mounted.,1,"[0, 0, 0, 0, 0.08333333333333333, 0.0, 0.08333333333333333, 0.041666666666666664]"
"literal. Mount refers to physically preparing samples for analysis on slides, not a metaphorical action.",literal. Refers to physically placing slides on a mount for analysis under a microscope.,0,"[0.4655313898520114, 0.14324042764677275, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.6666666666666666, 0.21428571428571427, 0.4666666666666667, 0.5145413870246085]"
literal. To describe persistent and annoying complaining or scolding behavior directed towards her husband.,"literal. The word ""nag"" is used to describe consistently annoying behavior towards her husband.",0,"[0.5, 0.15384615384615385, 0.08333333333333333, 2.2250738585072626e-308, 0.5714285714285714, 0.23076923076923078, 0.5714285714285714, 0.5016741071428571]"
"metaphor. Negotiation implies communication and compromise, which may be necessary when navigating difficult terrain.",literal. The word is used in a literal sense to describe the hiker navigating the mountain pass.,1,"[0.0588235294117647, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.07142857142857142, 0.0, 0.07142857142857142, 0.06993006993006994]"
literal. The context suggests a literal discussion or bargaining between the parties involved.,"literal. Negotiating typically involves discussing and reaching agreements, which can take all night.",0,"[0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.23076923076923078, 0.0, 0.15384615384615385, 0.07692307692307693]"
"metaphor. Optimism counteracts negativity, balancing emotions and attitudes toward a more neutral state.",metaphorical. Optimism and gloom cannot physically cancel each other out.,1,"[0.1481636441363436, 1.6483752567447546e-308, 1.6483752567447546e-308, 1.6483752567447546e-308, 0.23076923076923078, 0.08333333333333333, 0.23076923076923078, 0.07874015748031496]"
literal. Describing a physical action of agreeing or acknowledging without using metaphorical language.,literal. The action of nodding typically indicates agreement or approval in a non-metaphorical sense.,0,"[0.3571428571428572, 0.07692307692307693, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.46153846153846156, 0.08333333333333333, 0.38461538461538464, 0.283969465648855]"
literal. To indicate approval or acknowledgment without speaking.,literal. The action of nodding is a physical movement indicating agreement or approval in this context.,0,"[0.1875, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5, 0.0, 0.375, 0.22727272727272727]"
"literal. literal action, artistic talent, physical medium, creation of art, visual representation, realistic portrayal.","literal. The word ""painted"" is commonly used to describe creating a visual representation.",0,"[0.14245555056035633, 2.060331790082205e-308, 2.060331790082205e-308, 2.060331790082205e-308, 0.21428571428571427, 0.07692307692307693, 0.21428571428571427, 0.07194244604316546]"
"metaphor. Not a literal action, heart cannot physically palpitate.","literal. ""palpitate"" is a medical term describing the physical sensation of a rapid or irregular heartbeat.",1,"[0.0625, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.4444444444444444, 0.0, 0.2222222222222222, 0.10309278350515463]"
metaphor. It implies a forceful defeat or victory in a competitive situation.,"literal. Indicates physically sticking or attaching something, typically with glue or adhesive.",1,"[0.08333333333333333, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.08333333333333333, 0.0, 0.08333333333333333, 0.041666666666666664]"
"literal. Literal action of physically affixing sign to wall, no figurative or symbolic meaning intended.","literal. The word ""paste"" is used literally in this context, meaning to affix with adhesive.",0,"[0.2, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.2, 0.16666666666666666]"
metaphor. Describes the intense feeling of cold penetrating deeply into her body.,metaphor. The cold cannot physically pierce bones; it describes intense cold sensation penetrating deeply.,1,"[0.2857142857142857, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.5833333333333334, 0.09090909090909091, 0.5, 0.24590163934426232]"
"literal. Literal action of a sharp object penetrating skin, no symbolic meaning or comparison intended.","literal. The word ""pierced"" describes a physical action of the needle entering her flesh.",0,"[0.26601793705829224, 0.07162021382338637, 2.0716834517485276e-308, 2.0716834517485276e-308, 0.26666666666666666, 0.07142857142857142, 0.2, 0.2118288590604027]"
literal. Because it is a literal instruction for physically attaching the needle to the shirt fabric.,"literal. Refers to physically attaching a needle to a shirt, not a metaphorical action.",0,"[0.37151909989293497, 0.1333658307307972, 1.928867353251809e-308, 1.928867353251809e-308, 0.4375, 0.13333333333333333, 0.375, 0.3234880450070324]"
"literal. Used to describe a high-pitched metallic noise, like the sound of a bullet hitting metal.","literal. Indicates a high-pitched, metallic sound typically associated with a bullet hitting a surface.",0,"[0.43343894987509085, 0.1333658307307972, 0.0722398249791818, 1.928867353251809e-308, 0.5294117647058824, 0.3125, 0.5294117647058824, 0.3035391371738569]"
literal. Describing a sound made by hitting or tapping the lamp shade.,"literal. Bugs physically made a high-pitched, short, sharp sound by hitting the lamp shade.",0,"[0.6428571428571429, 0.23076923076923078, 0.08333333333333333, 2.2250738585072626e-308, 0.75, 0.2727272727272727, 0.6666666666666666, 0.6790983606557376]"
metaphor. It suggests a sudden and significant decrease in value or performance.,"literal. The term ""plunged"" is commonly used in financial contexts to describe a sudden drop.",1,"[0.2, 0.07142857142857141, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.25, 0.09090909090909091, 0.16666666666666666, 0.20776874435411022]"
metaphor. To suggest negative or harmful thoughts or ideas being introduced and spreading within the mind.,metaphorical. Poison is not a physical substance that can be physically transferred to someone's mind.,1,"[0.06236713233544119, 2.081572136844798e-308, 2.081572136844798e-308, 2.081572136844798e-308, 0.25, 0.0, 0.1875, 0.09433962264150944]"
"literal. Clear indication of physical harm or toxicity, no implied symbolic meaning or metaphorical use.",literal. The sentence is describing the actual toxic effects of mushrooms when consumed.,0,"[0.13190829525545253, 1.9077870467055724e-308, 1.9077870467055724e-308, 1.9077870467055724e-308, 0.2, 0.0, 0.13333333333333333, 0.06756756756756756]"
literal. It caused harm or death,"literal. Indicates actual act of poisoning, not symbolic or figurative meaning.",0,"[0.18181818181818182, 2.2250738585072626e-308, 2.2250738585072626e-308, 2.2250738585072626e-308, 0.3333333333333333, 0.0, 0.3333333333333333, 0.15384615384615385]"
literal. Because it describes a literal representation or depiction of the father in the painting.,literal. Describing the physical appearance of the father in a visual representation.,0,"[0.4543004567916529, 0.21240021356492858, 0.155760156614281, 0.0865334203412672, 0.6, 0.21428571428571427, 0.4, 0.36192602040816324]"
